ref_name,dist_name,mos,std
I01.BMP,i01_08_5.bmp,2.11111,0.10956
I01.BMP,i01_09_1.bmp,6.08333,0.18162
I01.BMP,i01_09_2.bmp,5.16667,0.15466
I01.BMP,i01_09_3.bmp,4.42857,0.12313
I01.BMP,i01_09_4.bmp,2.81081,0.10701
I01.BMP,i01_09_5.bmp,1.54054,0.11205
I01.BMP,i01_10_1.bmp,5.97297,0.15519
I01.BMP,i01_10_2.bmp,5.94595,0.16192
I01.BMP,i01_10_3.bmp,4.91667,0.15404
I01.BMP,i01_10_4.bmp,3.21622,0.10902
I01.BMP,i01_10_5.bmp,2.08108,0.15934
I01.BMP,I01_11_1.BMP,5.91429,0.16349
I01.BMP,i01_11_2.bmp,5.67568,0.14329
I01.BMP,i01_11_3.bmp,4.69444,0.12922
I01.BMP,i01_11_4.bmp,3.67568,0.10847
I01.BMP,i01_11_5.bmp,1.45946,0.11839
I01.BMP,i01_12_1.bmp,5.94595,0.15734
I01.BMP,i01_12_2.bmp,5.86486,0.16732
I01.BMP,i01_12_3.bmp,4.21622,0.13315
I01.BMP,i01_12_4.bmp,3.83333,0.13889
I01.BMP,i01_12_5.bmp,3.43243,0.11806
I01.BMP,I01_13_1.BMP,5.45946,0.13565
I01.BMP,i01_13_2.bmp,3.91429,0.09365
I01.BMP,i01_13_3.bmp,3.27778,0.09305
I01.BMP,i01_13_4.bmp,3.16667,0.11453
I01.BMP,i01_13_5.bmp,3.10811,0.09955
I01.BMP,i01_14_1.bmp,5.69444,0.12922
I01.BMP,i01_14_2.bmp,6.05405,0.14777
I01.BMP,i01_14_3.bmp,5.75676,0.12908
I01.BMP,i01_14_4.bmp,5.55556,0.13290
I01.BMP,i01_14_5.bmp,4.47059,0.12640
I01.BMP,i01_15_1.bmp,2.83333,0.12729
I01.BMP,i01_15_2.bmp,2.82857,0.12445
I01.BMP,i01_15_3.bmp,3.10811,0.15659
I01.BMP,i01_15_4.bmp,3.58333,0.13249
I01.BMP,i01_15_5.bmp,3.89189,0.15185
I01.BMP,i01_16_1.bmp,5.80556,0.14604
I01.BMP,i01_16_2.bmp,6.05405,0.21263
I01.BMP,i01_16_3.bmp,4.88889,0.12897
I01.BMP,i01_16_4.bmp,5.02778,0.14952
I01.BMP,i01_16_5.bmp,4.19444,0.11666
I01.BMP,i01_17_1.bmp,5.35135,0.16755
I01.BMP,i01_17_2.bmp,6.62162,0.22402
I01.BMP,i01_17_3.bmp,4.08108,0.11705
I01.BMP,i01_17_4.bmp,6.24324,0.25182
I01.BMP,i01_17_5.bmp,2.97143,0.11055
I01.BMP,i01_18_1.bmp,4.62162,0.14976
I01.BMP,i01_18_2.bmp,4.22222,0.15271
I01.BMP,i01_18_3.bmp,3.77143,0.12832
I01.BMP,i01_18_4.bmp,3.47222,0.13881
I01.BMP,i01_18_5.bmp,3.41667,0.14367
I01.BMP,i01_19_1.bmp,5.94444,0.17098
I01.BMP,i01_19_2.bmp,5.47222,0.10748
I01.BMP,i01_19_3.bmp,5.08108,0.14493
I01.BMP,i01_19_4.bmp,4.52778,0.12721
I01.BMP,i01_19_5.bmp,3.94444,0.11072
I01.BMP,i01_20_1.bmp,5.85714,0.14648
I01.BMP,i01_20_2.bmp,5.83333,0.13889
I01.BMP,i01_20_3.bmp,6.02778,0.12099
I01.BMP,i01_20_4.bmp,5.08333,0.09919
I01.BMP,i01_20_5.bmp,4.33333,0.12423
I01.BMP,i01_21_1.bmp,5.70270,0.16601
I01.BMP,i01_21_2.bmp,5.27778,0.10101
I01.BMP,i01_21_3.bmp,4.67568,0.12119
I01.BMP,i01_21_4.bmp,4.05714,0.13964
I01.BMP,i01_21_5.bmp,3.05405,0.11432
I01.BMP,i01_22_1.bmp,5.55556,0.13290
I01.BMP,i01_22_2.bmp,5.18919,0.14218
I01.BMP,i01_22_3.bmp,4.30556,0.10985
I01.BMP,i01_22_4.bmp,3.16216,0.10477
I01.BMP,i01_22_5.bmp,2.19444,0.10259
I01.BMP,i01_23_1.bmp,6.28571,0.13138
I01.BMP,i01_23_2.bmp,5.61111,0.14314
I01.BMP,i01_23_3.bmp,5.77778,0.13095
I01.BMP,i01_23_4.bmp,4.80556,0.12310
I01.BMP,i01_23_5.bmp,2.40541,0.12361
I01.BMP,i01_24_1.bmp,5.70270,0.16601
I01.BMP,i01_24_2.bmp,5.58333,0.15404
I01.BMP,i01_24_3.bmp,5.10811,0.14696
I01.BMP,i01_24_4.bmp,3.08108,0.10382
I01.BMP,i01_24_5.bmp,0.45946,0.11839
I02.BMP,I02_01_1.bmp,5.74286,0.12995
I02.BMP,i02_01_2.bmp,5.34286,0.13366
I02.BMP,i02_01_3.bmp,5.22222,0.11858
I02.BMP,i02_01_4.bmp,4.19444,0.09477
I02.BMP,i02_01_5.bmp,3.97297,0.11135
I02.BMP,i02_02_1.bmp,6.05556,0.16641
I02.BMP,i02_02_2.bmp,6.05405,0.15263
I02.BMP,i02_02_3.bmp,5.88889,0.12897
I02.BMP,i02_02_4.bmp,5.29730,0.10719
I02.BMP,i02_02_5.bmp,4.38889,0.11966
I02.BMP,i02_03_1.bmp,4.80000,0.11285
I02.BMP,i02_03_2.bmp,4.43243,0.13535
I02.BMP,i02_03_3.bmp,3.83784,0.09755
I02.BMP,i02_03_4.bmp,3.52778,0.08320
I02.BMP,i02_03_5.bmp,2.91892,0.09653
I02.BMP,i02_04_1.bmp,6.28571,0.15424
I02.BMP,i02_04_2.bmp,6.16216,0.13521
I02.BMP,i02_04_3.bmp,5.19444,0.14065
I02.BMP,i02_04_4.bmp,4.74286,0.11671
I02.BMP,i02_04_5.bmp,4.28571,0.12501
I02.BMP,i02_05_1.bmp,6.11765,0.14861
I02.BMP,i02_05_2.bmp,6.11111,0.12284
I02.BMP,i02_05_3.bmp,5.43243,0.11806
I02.BMP,i02_05_4.bmp,4.37838,0.12297
I02.BMP,i02_05_5.bmp,3.41667,0.08217
I02.BMP,i02_06_1.bmp,4.55556,0.12696
I02.BMP,i02_06_2.bmp,4.27778,0.10838
I02.BMP,i02_06_3.bmp,3.72973,0.11241
I02.BMP,i02_06_4.bmp,3.48571,0.08448
I02.BMP,i02_06_5.bmp,3.10811,0.08360
I02.BMP,i02_07_1.bmp,5.91429,0.11691
I02.BMP,i02_07_2.bmp,5.58333,0.13249
I02.BMP,i02_07_3.bmp,3.76471,0.10238
I02.BMP,i02_07_4.bmp,3.75676,0.10401
I02.BMP,i02_07_5.bmp,2.85714,0.10799
I02.BMP,i02_08_1.bmp,6.10811,0.14190
I02.BMP,i02_08_2.bmp,5.16667,0.11453
I02.BMP,i02_08_3.bmp,4.54286,0.08420
I02.BMP,i02_08_4.bmp,3.83784,0.10477
I02.BMP,i02_08_5.bmp,3.02703,0.09735
I02.BMP,i02_09_1.bmp,6.00000,0.15649
I02.BMP,i02_09_2.bmp,5.51429,0.14212
I02.BMP,i02_09_3.bmp,4.52778,0.12721
I02.BMP,i02_09_4.bmp,3.64865,0.10956
I02.BMP,i02_09_5.bmp,2.41667,0.08217
I02.BMP,i02_10_1.bmp,6.00000,0.18331
I02.BMP,i02_10_2.bmp,5.97222,0.13314
I02.BMP,i02_10_3.bmp,5.43243,0.14065
I02.BMP,i02_10_4.bmp,3.50000,0.11453
I02.BMP,i02_10_5.bmp,2.71429,0.08639
I02.BMP,I02_11_1.BMP,5.91667,0.16375
I02.BMP,i02_11_2.bmp,4.80556,0.10259
I02.BMP,i02_11_3.bmp,2.97297,0.09735
I02.BMP,i02_11_4.bmp,1.91892,0.08864
I02.BMP,i02_11_5.bmp,1.27778,0.10838
I02.BMP,i02_12_1.bmp,5.30556,0.13506
I02.BMP,i02_12_2.bmp,4.43243,0.12985
I02.BMP,i02_12_3.bmp,3.08108,0.09653
I02.BMP,i02_12_4.bmp,2.67568,0.11501
I02.BMP,i02_12_5.bmp,2.37143,0.09112
I02.BMP,I02_13_1.BMP,4.47222,0.08320
I02.BMP,i02_13_2.bmp,4.00000,0.10393
I02.BMP,i02_13_3.bmp,3.38889,0.09843
I02.BMP,i02_13_4.bmp,2.89189,0.09192
I02.BMP,i02_13_5.bmp,3.61111,0.08125
I02.BMP,i02_14_1.bmp,5.75000,0.15897
I02.BMP,i02_14_2.bmp,6.08108,0.14989
I02.BMP,i02_14_3.bmp,5.11429,0.13863
I02.BMP,i02_14_4.bmp,5.31429,0.12631
I02.BMP,i02_14_5.bmp,4.21622,0.15822
I02.BMP,i02_15_1.bmp,3.40000,0.09214
I02.BMP,i02_15_2.bmp,3.62162,0.11688
I02.BMP,i02_15_3.bmp,3.83333,0.10758
I02.BMP,i02_15_4.bmp,3.83784,0.10477
I02.BMP,i02_15_5.bmp,4.20000,0.10537
I02.BMP,i02_16_1.bmp,5.94595,0.16637
I02.BMP,i02_16_2.bmp,6.08333,0.14367
I02.BMP,i02_16_3.bmp,5.32432,0.20602
I02.BMP,i02_16_4.bmp,5.13889,0.16270
I02.BMP,i02_16_5.bmp,4.56757,0.14065
I02.BMP,i02_17_1.bmp,5.91667,0.12028
I02.BMP,i02_17_2.bmp,5.68571,0.17506
I02.BMP,i02_17_3.bmp,4.83784,0.12969
I02.BMP,i02_17_4.bmp,4.77143,0.16206
I02.BMP,i02_17_5.bmp,3.91667,0.10668
I02.BMP,i02_18_1.bmp,5.97222,0.14426
I02.BMP,i02_18_2.bmp,5.59459,0.18114
I02.BMP,i02_18_3.bmp,4.82857,0.15901
I02.BMP,i02_18_4.bmp,4.91892,0.14989
I02.BMP,i02_18_5.bmp,4.54286,0.11671
I02.BMP,i02_19_1.bmp,5.77778,0.13095
I02.BMP,i02_19_2.bmp,5.43243,0.11170
I02.BMP,i02_19_3.bmp,4.83333,0.15466
I02.BMP,i02_19_4.bmp,4.22222,0.09711
I02.BMP,i02_19_5.bmp,3.75676,0.08886
I02.BMP,i02_20_1.bmp,6.05405,0.15734
I02.BMP,i02_20_2.bmp,6.17143,0.16406
I02.BMP,i02_20_3.bmp,5.30556,0.13506
I02.BMP,i02_20_4.bmp,4.00000,0.09035
I02.BMP,i02_20_5.bmp,2.80556,0.10259
I02.BMP,i02_21_1.bmp,5.97297,0.17300
I02.BMP,i02_21_2.bmp,5.29730,0.12599
I02.BMP,i02_21_3.bmp,4.60000,0.12256
I02.BMP,i02_21_4.bmp,3.27778,0.07465
I02.BMP,i02_21_5.bmp,2.36111,0.08005
I02.BMP,i02_22_1.bmp,5.51351,0.15107
I02.BMP,i02_22_2.bmp,5.24324,0.15002
I02.BMP,i02_22_3.bmp,4.48571,0.08448
I02.BMP,i02_22_4.bmp,3.80556,0.09477
I02.BMP,i02_22_5.bmp,2.22222,0.08881
I02.BMP,i02_23_1.bmp,6.77778,0.15768
I02.BMP,i02_23_2.bmp,5.54054,0.11839
I02.BMP,i02_23_3.bmp,3.44444,0.09973
I02.BMP,i02_23_4.bmp,2.16216,0.08975
I02.BMP,i02_23_5.bmp,0.81081,0.11988
I02.BMP,i02_24_1.bmp,6.08108,0.18081
I02.BMP,i02_24_2.bmp,4.91667,0.11369
I02.BMP,i02_24_3.bmp,3.00000,0.09623
I02.BMP,i02_24_4.bmp,2.11111,0.10227
I02.BMP,i02_24_5.bmp,0.89189,0.12552
I03.BMP,I03_01_1.bmp,5.76923,0.09905
I03.BMP,i03_01_2.bmp,5.10526,0.08145
I03.BMP,i03_01_3.bmp,4.68421,0.10595
I03.BMP,i03_01_4.bmp,4.25000,0.09843
I03.BMP,i03_01_5.bmp,3.92500,0.10833
I03.BMP,i03_02_1.bmp,6.18421,0.12814
I03.BMP,i03_02_2.bmp,6.28205,0.09559
I03.BMP,i03_02_3.bmp,5.25000,0.10458
I03.BMP,i03_02_4.bmp,5.00000,0.10000
I03.BMP,i03_02_5.bmp,4.60000,0.12145
I03.BMP,i03_03_1.bmp,4.65000,0.11484
I03.BMP,i03_03_2.bmp,4.07692,0.10500
I03.BMP,i03_03_3.bmp,3.85000,0.10338
I03.BMP,i03_03_4.bmp,3.28205,0.07206
I03.BMP,i03_03_5.bmp,2.89474,0.09697
I03.BMP,i03_04_1.bmp,6.38462,0.14329
I03.BMP,i03_04_2.bmp,5.65789,0.10707
I03.BMP,i03_04_3.bmp,5.22500,0.12984
I03.BMP,i03_04_4.bmp,4.60000,0.11068
I03.BMP,i03_04_5.bmp,3.57500,0.09929
I03.BMP,i03_05_1.bmp,6.50000,0.15000
I03.BMP,i03_05_2.bmp,5.63158,0.12577
I03.BMP,i03_05_3.bmp,5.30000,0.10124
I03.BMP,i03_05_4.bmp,4.30769,0.09699
I03.BMP,i03_05_5.bmp,3.47368,0.08100
I03.BMP,i03_06_1.bmp,4.81579,0.11683
I03.BMP,i03_06_2.bmp,4.53846,0.12997
I03.BMP,i03_06_3.bmp,4.10000,0.10488
I03.BMP,i03_06_4.bmp,3.75000,0.09843
I03.BMP,i03_06_5.bmp,3.50000,0.11726
I03.BMP,i03_07_1.bmp,4.97436,0.11169
I03.BMP,i03_07_2.bmp,4.10000,0.10488
I03.BMP,i03_07_3.bmp,3.84615,0.09272
I03.BMP,i03_07_4.bmp,3.82500,0.09279
I03.BMP,i03_07_5.bmp,3.61538,0.07790
I03.BMP,i03_08_1.bmp,6.34211,0.11930
I03.BMP,i03_08_2.bmp,5.60000,0.11068
I03.BMP,i03_08_3.bmp,4.47368,0.08100
I03.BMP,i03_08_4.bmp,3.75000,0.12119
I03.BMP,i03_08_5.bmp,2.95000,0.09321
I03.BMP,i03_09_1.bmp,6.65000,0.13486
I03.BMP,i03_09_2.bmp,6.25641,0.12932
I03.BMP,i03_09_3.bmp,5.47500,0.13687
I03.BMP,i03_09_4.bmp,3.74359,0.11304
I03.BMP,i03_09_5.bmp,2.47368,0.08100
I03.BMP,i03_10_1.bmp,6.23684,0.15087
I03.BMP,i03_10_2.bmp,5.66667,0.13241
I03.BMP,i03_10_3.bmp,5.05128,0.11999
I03.BMP,i03_10_4.bmp,3.30000,0.09487
I03.BMP,i03_10_5.bmp,2.48718,0.08004
I03.BMP,I03_11_1.BMP,5.36842,0.11423
I03.BMP,i03_11_2.bmp,4.07692,0.10500
I03.BMP,i03_11_3.bmp,2.84615,0.08534
I03.BMP,i03_11_4.bmp,1.82051,0.06145
I03.BMP,i03_11_5.bmp,0.70000,0.09487
I03.BMP,i03_12_1.bmp,5.41026,0.14827
I03.BMP,i03_12_2.bmp,4.07895,0.10774
I03.BMP,i03_12_3.bmp,2.84211,0.10867
I03.BMP,i03_12_4.bmp,3.10000,0.08515
I03.BMP,i03_12_5.bmp,2.40000,0.07746
I03.BMP,I03_13_1.BMP,5.12821,0.10987
I03.BMP,i03_13_2.bmp,3.64103,0.07681
I03.BMP,i03_13_3.bmp,3.92500,0.09610
I03.BMP,i03_13_4.bmp,2.92500,0.07406
I03.BMP,i03_13_5.bmp,2.42105,0.08009
I03.BMP,i03_14_1.bmp,5.07692,0.12761
I03.BMP,i03_14_2.bmp,6.00000,0.17678
I03.BMP,i03_14_3.bmp,4.85000,0.15227
I03.BMP,i03_14_4.bmp,4.46154,0.13972
I03.BMP,i03_14_5.bmp,3.50000,0.11726
I03.BMP,i03_15_1.bmp,3.72500,0.12241
I03.BMP,i03_15_2.bmp,4.05000,0.15391
I03.BMP,i03_15_3.bmp,4.02500,0.14356
I03.BMP,i03_15_4.bmp,4.28205,0.15363
I03.BMP,i03_15_5.bmp,4.79487,0.14586
I03.BMP,i03_16_1.bmp,6.82051,0.12494
I03.BMP,i03_16_2.bmp,6.52500,0.18023
I03.BMP,i03_16_3.bmp,5.97500,0.15607
I03.BMP,i03_16_4.bmp,6.07500,0.15161
I03.BMP,i03_16_5.bmp,5.02564,0.15164
I03.BMP,i03_17_1.bmp,6.28205,0.13543
I03.BMP,i03_17_2.bmp,6.75000,0.16489
I03.BMP,i03_17_3.bmp,5.20000,0.12349
I03.BMP,i03_17_4.bmp,6.57500,0.19965
I03.BMP,i03_17_5.bmp,3.79487,0.13164
I03.BMP,i03_18_1.bmp,5.76923,0.13790
I03.BMP,i03_18_2.bmp,5.71795,0.12535
I03.BMP,i03_18_3.bmp,5.56410,0.12971
I03.BMP,i03_18_4.bmp,5.00000,0.14044
I03.BMP,i03_18_5.bmp,4.65789,0.13040
I03.BMP,i03_19_1.bmp,5.51282,0.10174
I03.BMP,i03_19_2.bmp,5.02564,0.11743
I03.BMP,i03_19_3.bmp,4.70000,0.10724
I03.BMP,i03_19_4.bmp,4.30769,0.10971
I03.BMP,i03_19_5.bmp,3.69231,0.09699
I03.BMP,i03_20_1.bmp,5.84211,0.12075
I03.BMP,i03_20_2.bmp,5.46154,0.11942
I03.BMP,i03_20_3.bmp,4.15789,0.09507
I03.BMP,i03_20_4.bmp,3.17949,0.09506
I03.BMP,i03_20_5.bmp,2.82500,0.10540
I03.BMP,i03_21_1.bmp,5.23684,0.09440
I03.BMP,i03_21_2.bmp,4.43590,0.10754
I03.BMP,i03_21_3.bmp,3.89744,0.10754
I03.BMP,i03_21_4.bmp,3.17949,0.08004
I03.BMP,i03_21_5.bmp,2.10000,0.07746
I03.BMP,i03_22_1.bmp,5.97436,0.10564
I03.BMP,i03_22_2.bmp,5.35897,0.12814
I03.BMP,i03_22_3.bmp,5.23077,0.10548
I03.BMP,i03_22_4.bmp,4.35897,0.09236
I03.BMP,i03_22_5.bmp,3.92105,0.10774
I03.BMP,i03_23_1.bmp,6.71795,0.16196
I03.BMP,i03_23_2.bmp,5.84615,0.12318
I03.BMP,i03_23_3.bmp,3.90000,0.09220
I03.BMP,i03_23_4.bmp,2.65789,0.07696
I03.BMP,i03_23_5.bmp,1.97500,0.08282
I03.BMP,i03_24_1.bmp,5.74359,0.10074
I03.BMP,i03_24_2.bmp,4.20513,0.12124
I03.BMP,i03_24_3.bmp,2.82500,0.11117
I03.BMP,i03_24_4.bmp,1.81579,0.08200
I03.BMP,i03_24_5.bmp,0.42105,0.08009
I04.BMP,I04_01_1.bmp,5.76190,0.12051
I04.BMP,i04_01_2.bmp,5.47619,0.10774
I04.BMP,i04_01_3.bmp,4.92857,0.09155
I04.BMP,i04_01_4.bmp,4.26829,0.09142
I04.BMP,i04_01_5.bmp,4.00000,0.08909
I04.BMP,i04_02_1.bmp,6.27500,0.11719
I04.BMP,i04_02_2.bmp,6.15385,0.09956
I04.BMP,i04_02_3.bmp,5.68293,0.10020
I04.BMP,i04_02_4.bmp,5.30952,0.11899
I04.BMP,i04_02_5.bmp,4.53659,0.07788
I04.BMP,i04_03_1.bmp,4.78049,0.08802
I04.BMP,i04_03_2.bmp,4.21429,0.08608
I04.BMP,i04_03_3.bmp,3.90000,0.08515
I04.BMP,i04_03_4.bmp,3.42500,0.07816
I04.BMP,i04_03_5.bmp,3.02381,0.07133
I04.BMP,i04_04_1.bmp,6.12500,0.10117
I04.BMP,i04_04_2.bmp,6.26829,0.13370
I04.BMP,i04_04_3.bmp,6.15000,0.10926
I04.BMP,i04_04_4.bmp,5.47619,0.10774
I04.BMP,i04_04_5.bmp,4.80952,0.11288
I04.BMP,i04_05_1.bmp,6.30952,0.12366
I04.BMP,i04_05_2.bmp,5.90244,0.11338
I04.BMP,i04_05_3.bmp,5.32500,0.07406
I04.BMP,i04_05_4.bmp,4.47619,0.07706
I04.BMP,i04_05_5.bmp,3.70732,0.09284
I04.BMP,i04_06_1.bmp,5.02381,0.08577
I04.BMP,i04_06_2.bmp,4.56098,0.12929
I04.BMP,i04_06_3.bmp,4.26190,0.10680
I04.BMP,i04_06_4.bmp,4.19512,0.12541
I04.BMP,i04_06_5.bmp,3.45000,0.07866
I04.BMP,i04_07_1.bmp,4.69048,0.09214
I04.BMP,i04_07_2.bmp,4.07500,0.10833
I04.BMP,i04_07_3.bmp,3.52381,0.10234
I04.BMP,i04_07_4.bmp,3.14286,0.09265
I04.BMP,i04_07_5.bmp,2.95238,0.08878
I04.BMP,i04_08_1.bmp,6.30952,0.14478
I04.BMP,i04_08_2.bmp,5.92683,0.11118
I04.BMP,i04_08_3.bmp,5.38095,0.12118
I04.BMP,i04_08_4.bmp,4.37500,0.07655
I04.BMP,i04_08_5.bmp,3.66667,0.11984
I04.BMP,i04_09_1.bmp,6.38095,0.12118
I04.BMP,i04_09_2.bmp,5.80488,0.10473
I04.BMP,i04_09_3.bmp,5.04878,0.10320
I04.BMP,i04_09_4.bmp,3.78049,0.07327
I04.BMP,i04_09_5.bmp,2.50000,0.07906
I04.BMP,i04_10_1.bmp,6.07143,0.15206
I04.BMP,i04_10_2.bmp,5.97561,0.13575
I04.BMP,i04_10_3.bmp,5.07143,0.09155
I04.BMP,i04_10_4.bmp,3.26190,0.08947
I04.BMP,i04_10_5.bmp,2.19048,0.09664
I04.BMP,I04_11_1.BMP,5.30000,0.12349
I04.BMP,i04_11_2.bmp,4.00000,0.10648
I04.BMP,i04_11_3.bmp,2.90244,0.08998
I04.BMP,i04_11_4.bmp,2.00000,0.00000
I04.BMP,i04_11_5.bmp,0.88095,0.09644
I04.BMP,i04_12_1.bmp,6.05000,0.10577
I04.BMP,i04_12_2.bmp,4.64286,0.10001
I04.BMP,i04_12_3.bmp,3.92857,0.10855
I04.BMP,i04_12_4.bmp,2.90476,0.08116
I04.BMP,i04_12_5.bmp,2.65854,0.07406
I04.BMP,I04_13_1.BMP,4.66667,0.09913
I04.BMP,i04_13_2.bmp,3.84615,0.05777
I04.BMP,i04_13_3.bmp,3.35714,0.10001
I04.BMP,i04_13_4.bmp,3.46341,0.07788
I04.BMP,i04_13_5.bmp,2.38095,0.09495
I04.BMP,i04_14_1.bmp,5.07143,0.12774
I04.BMP,i04_14_2.bmp,6.40476,0.17516
I04.BMP,i04_14_3.bmp,6.00000,0.10648
I04.BMP,i04_14_4.bmp,4.40476,0.11693
I04.BMP,i04_14_5.bmp,3.60976,0.10841
I04.BMP,i04_15_1.bmp,3.38095,0.11641
I04.BMP,i04_15_2.bmp,3.40476,0.11693
I04.BMP,i04_15_3.bmp,3.50000,0.14385
I04.BMP,i04_15_4.bmp,3.75610,0.08982
I04.BMP,i04_15_5.bmp,4.05128,0.08844
I04.BMP,i04_16_1.bmp,6.28571,0.12727
I04.BMP,i04_16_2.bmp,6.64286,0.18694
I04.BMP,i04_16_3.bmp,6.09524,0.17757
I04.BMP,i04_16_4.bmp,5.66667,0.15526
I04.BMP,i04_16_5.bmp,5.15385,0.14294
I04.BMP,i04_17_1.bmp,6.00000,0.14677
I04.BMP,i04_17_2.bmp,6.66667,0.15673
I04.BMP,i04_17_3.bmp,4.78049,0.11703
I04.BMP,i04_17_4.bmp,7.21429,0.21701
I04.BMP,i04_17_5.bmp,3.92500,0.08936
I04.BMP,i04_18_1.bmp,5.41463,0.12895
I04.BMP,i04_18_2.bmp,5.02439,0.09439
I04.BMP,i04_18_3.bmp,4.66667,0.11501
I04.BMP,i04_18_4.bmp,4.23810,0.12958
I04.BMP,i04_18_5.bmp,3.92683,0.11641
I04.BMP,i04_19_1.bmp,5.45238,0.13129
I04.BMP,i04_19_2.bmp,5.35714,0.11577
I04.BMP,i04_19_3.bmp,4.90244,0.10801
I04.BMP,i04_19_4.bmp,4.42500,0.07816
I04.BMP,i04_19_5.bmp,4.16667,0.10603
I04.BMP,i04_20_1.bmp,6.45238,0.13554
I04.BMP,i04_20_2.bmp,5.22500,0.09005
I04.BMP,i04_20_3.bmp,4.19048,0.09059
I04.BMP,i04_20_4.bmp,3.11905,0.08386
I04.BMP,i04_20_5.bmp,2.41463,0.09110
I04.BMP,i04_21_1.bmp,5.14634,0.09485
I04.BMP,i04_21_2.bmp,4.73171,0.07732
I04.BMP,i04_21_3.bmp,3.80952,0.08410
I04.BMP,i04_21_4.bmp,3.21951,0.06464
I04.BMP,i04_21_5.bmp,2.00000,0.00000
I04.BMP,i04_22_1.bmp,6.02439,0.10625
I04.BMP,i04_22_2.bmp,5.78571,0.15259
I04.BMP,i04_22_3.bmp,4.42857,0.10724
I04.BMP,i04_22_4.bmp,4.12195,0.09252
I04.BMP,i04_22_5.bmp,2.90476,0.11071
I04.BMP,i04_23_1.bmp,6.42500,0.13175
I04.BMP,i04_23_2.bmp,5.40476,0.11693
I04.BMP,i04_23_3.bmp,3.87805,0.11014
I04.BMP,i04_23_4.bmp,2.95122,0.09726
I04.BMP,i04_23_5.bmp,1.47619,0.10234
I04.BMP,i04_24_1.bmp,5.54762,0.10755
I04.BMP,i04_24_2.bmp,3.76190,0.09994
I04.BMP,i04_24_3.bmp,2.58537,0.07694
I04.BMP,i04_24_4.bmp,1.90476,0.07384
I04.BMP,i04_24_5.bmp,0.58537,0.09741
I05.BMP,I05_01_1.bmp,5.52500,0.13223
I05.BMP,i05_01_2.bmp,5.50000,0.13229
I05.BMP,i05_01_3.bmp,4.84615,0.09956
I05.BMP,i05_01_4.bmp,4.05128,0.08844
I05.BMP,i05_01_5.bmp,3.56098,0.12460
I05.BMP,i05_02_1.bmp,5.82927,0.14997
I05.BMP,i05_02_2.bmp,5.68293,0.16339
I05.BMP,i05_02_3.bmp,5.32500,0.15964
I05.BMP,i05_02_4.bmp,5.09756,0.14555
I05.BMP,i05_02_5.bmp,4.25641,0.09399
I05.BMP,i05_03_1.bmp,5.09756,0.12816
I05.BMP,i05_03_2.bmp,4.48780,0.13850
I05.BMP,i05_03_3.bmp,3.67500,0.10833
I05.BMP,i05_03_4.bmp,3.07317,0.08719
I05.BMP,i05_03_5.bmp,2.37500,0.11558
I05.BMP,i05_04_1.bmp,5.63415,0.16812
I05.BMP,i05_04_2.bmp,5.75000,0.16105
I05.BMP,i05_04_3.bmp,5.57500,0.14529
