hq_name,dist_name,elo_score
A0001.bmp,A0001_06_13.bmp,1358.5466
A0001.bmp,A0001_06_14.bmp,1332.9900
A0001.bmp,A0001_06_15.bmp,1177.7289
A0001.bmp,A0001_06_16.bmp,1572.5274
A0001.bmp,A0001_06_17.bmp,1528.3198
A0001.bmp,A0001_06_18.bmp,1568.3055
A0001.bmp,A0001_06_19.bmp,1569.8589
A0001.bmp,A0001_06_20.bmp,1533.2661
A0001.bmp,A0001_06_21.bmp,1493.3416
A0001.bmp,A0001_06_22.bmp,1546.9490
A0001.bmp,A0001_06_23.bmp,1554.9234
A0001.bmp,A0001_06_24.bmp,1503.7319
A0001.bmp,A0001_06_25.bmp,1385.3685
A0001.bmp,A0001_06_26.bmp,1294.8478
A0002.bmp,A0002_00_00.bmp,1466.4372
A0002.bmp,A0002_00_01.bmp,1292.0443
A0002.bmp,A0002_00_02.bmp,1597.4977
A0002.bmp,A0002_00_03.bmp,1464.5430
A0002.bmp,A0002_00_04.bmp,1292.3154
A0002.bmp,A0002_00_05.bmp,1639.5436
A0002.bmp,A0002_00_06.bmp,1539.0781
A0002.bmp,A0002_00_07.bmp,1366.1633
A0002.bmp,A0002_00_08.bmp,1660.8397
A0002.bmp,A0002_00_09.bmp,1518.7667
A0002.bmp,A0002_00_10.bmp,1425.2177
A0002.bmp,A0002_00_11.bmp,1357.4667
A0002.bmp,A0002_01_00.bmp,1647.5090
A0002.bmp,A0002_01_01.bmp,1506.9449
A0002.bmp,A0002_01_02.bmp,1381.0955
A0002.bmp,A0002_01_03.bmp,1625.9401
A0002.bmp,A0002_01_04.bmp,1430.7819
A0002.bmp,A0002_01_05.bmp,1326.4815
A0002.bmp,A0002_01_06.bmp,1552.0243
A0002.bmp,A0002_01_07.bmp,1585.2124
A0002.bmp,A0002_01_08.bmp,1334.4996
A0002.bmp,A0002_01_09.bmp,1518.6642
A0002.bmp,A0002_01_10.bmp,1629.0488
A0002.bmp,A0002_01_11.bmp,1455.2359
A0002.bmp,A0002_01_12.bmp,1571.9161
A0002.bmp,A0002_01_13.bmp,1539.4274
A0002.bmp,A0002_01_14.bmp,1544.6607
A0002.bmp,A0002_01_15.bmp,1162.5677
A0002.bmp,A0002_02_00.bmp,1526.1929
A0002.bmp,A0002_02_01.bmp,1555.1544
A0002.bmp,A0002_02_02.bmp,1590.2321
A0002.bmp,A0002_02_03.bmp,1655.8041
A0002.bmp,A0002_02_04.bmp,1502.2534
A0002.bmp,A0002_02_05.bmp,1277.6157
A0002.bmp,A0002_02_06.bmp,1379.5047
A0002.bmp,A0002_02_07.bmp,1465.4481
A0002.bmp,A0002_02_08.bmp,1604.0604
A0002.bmp,A0002_02_09.bmp,1549.9312
A0002.bmp,A0002_03_00.bmp,1491.5759
A0002.bmp,A0002_03_01.bmp,1509.5229
A0002.bmp,A0002_03_02.bmp,1350.2893
A0002.bmp,A0002_03_03.bmp,1473.5550
A0002.bmp,A0002_03_04.bmp,1397.7961
A0002.bmp,A0002_03_05.bmp,1415.5395
A0002.bmp,A0002_03_06.bmp,1394.2690
A0002.bmp,A0002_03_07.bmp,1536.6133
A0002.bmp,A0002_03_08.bmp,1481.2526
A0002.bmp,A0002_03_09.bmp,1522.1848
A0002.bmp,A0002_03_10.bmp,1454.7654
A0002.bmp,A0002_03_11.bmp,1460.3323
A0002.bmp,A0002_03_12.bmp,1561.1936
A0002.bmp,A0002_03_13.bmp,1494.0889
A0002.bmp,A0002_03_14.bmp,1574.7718
A0002.bmp,A0002_03_15.bmp,1503.6110
A0002.bmp,A0002_03_16.bmp,1459.4303
A0002.bmp,A0002_03_17.bmp,1545.4060
A0002.bmp,A0002_03_18.bmp,1483.8580
A0002.bmp,A0002_03_19.bmp,1574.1679
A0002.bmp,A0002_03_20.bmp,1437.3489
A0002.bmp,A0002_03_21.bmp,1222.1293
A0002.bmp,A0002_03_22.bmp,1453.6789
A0002.bmp,A0002_03_23.bmp,1383.1850
A0002.bmp,A0002_04_00.bmp,1578.6364
A0002.bmp,A0002_04_01.bmp,1524.0320
A0002.bmp,A0002_04_02.bmp,1551.6013
A0002.bmp,A0002_04_03.bmp,1635.1106
A0002.bmp,A0002_04_04.bmp,1525.4101
A0002.bmp,A0002_04_05.bmp,1541.4523
A0002.bmp,A0002_04_06.bmp,1504.1831
A0002.bmp,A0002_04_07.bmp,1381.0382
A0002.bmp,A0002_04_08.bmp,1539.5602
A0002.bmp,A0002_04_09.bmp,1471.2952
A0002.bmp,A0002_04_10.bmp,1486.8207
A0002.bmp,A0002_04_11.bmp,1572.3921
A0002.bmp,A0002_04_12.bmp,1560.4341
A0002.bmp,A0002_05_00.bmp,1520.7207
A0002.bmp,A0002_05_01.bmp,1287.9761
A0002.bmp,A0002_05_02.bmp,1358.1855
A0002.bmp,A0002_05_03.bmp,1054.1297
A0002.bmp,A0002_05_04.bmp,1555.2347
A0002.bmp,A0002_05_05.bmp,1523.4139
A0002.bmp,A0002_05_06.bmp,1308.4726
A0002.bmp,A0002_05_07.bmp,1348.5315
A0002.bmp,A0002_05_08.bmp,1236.9753
A0002.bmp,A0002_05_09.bmp,1334.7999
A0002.bmp,A0002_05_10.bmp,1447.6773
A0002.bmp,A0002_05_11.bmp,1287.9503
A0002.bmp,A0002_05_12.bmp,1325.4418
A0002.bmp,A0002_05_13.bmp,1127.5346
A0002.bmp,A0002_06_00.bmp,1176.3979
A0002.bmp,A0002_06_01.bmp,1144.8711
A0002.bmp,A0002_06_02.bmp,1349.4011
A0002.bmp,A0002_06_03.bmp,1363.1946
A0002.bmp,A0002_06_04.bmp,1431.3316
A0002.bmp,A0002_06_05.bmp,1473.1003
A0002.bmp,A0002_06_06.bmp,1358.6876
A0002.bmp,A0002_06_07.bmp,1423.0559
A0002.bmp,A0002_06_08.bmp,1565.8197
A0002.bmp,A0002_06_09.bmp,1479.2713
A0002.bmp,A0002_06_10.bmp,1394.9381
A0002.bmp,A0002_06_11.bmp,1445.7905
A0002.bmp,A0002_06_12.bmp,1244.4476
A0002.bmp,A0002_06_13.bmp,1223.7601
A0002.bmp,A0002_06_14.bmp,1354.8884
A0002.bmp,A0002_06_15.bmp,1124.3311
A0002.bmp,A0002_06_16.bmp,1477.9217
A0002.bmp,A0002_06_17.bmp,1510.7222
A0002.bmp,A0002_06_18.bmp,1459.2650
A0002.bmp,A0002_06_19.bmp,1545.5476
A0002.bmp,A0002_06_20.bmp,1581.9051
A0002.bmp,A0002_06_21.bmp,1680.2073
A0002.bmp,A0002_06_22.bmp,1598.4305
A0002.bmp,A0002_06_23.bmp,1647.7965
A0002.bmp,A0002_06_24.bmp,1625.7874
A0002.bmp,A0002_06_25.bmp,1429.0518
A0002.bmp,A0002_06_26.bmp,1313.9093
A0003.bmp,A0003_00_00.bmp,1483.9370
A0003.bmp,A0003_00_01.bmp,1349.2969
A0003.bmp,A0003_00_02.bmp,1569.9631
A0003.bmp,A0003_00_03.bmp,1456.2309
A0003.bmp,A0003_00_04.bmp,1327.4695
A0003.bmp,A0003_00_05.bmp,1634.8346
A0003.bmp,A0003_00_06.bmp,1512.4196
A0003.bmp,A0003_00_07.bmp,1337.4088
A0003.bmp,A0003_00_08.bmp,1440.9197
A0003.bmp,A0003_00_09.bmp,1508.0831
A0003.bmp,A0003_00_10.bmp,1386.1099
A0003.bmp,A0003_00_11.bmp,1384.8619
A0003.bmp,A0003_01_00.bmp,1484.7909
A0003.bmp,A0003_01_01.bmp,1452.1669
A0003.bmp,A0003_01_02.bmp,1261.1504
A0003.bmp,A0003_01_03.bmp,1531.6726
A0003.bmp,A0003_01_04.bmp,1480.7140
A0003.bmp,A0003_01_05.bmp,1373.3824
A0003.bmp,A0003_01_06.bmp,1464.5643
A0003.bmp,A0003_01_07.bmp,1512.3878
A0003.bmp,A0003_01_08.bmp,1317.7468
A0003.bmp,A0003_01_09.bmp,1469.7013
A0003.bmp,A0003_01_10.bmp,1463.1153
A0003.bmp,A0003_01_11.bmp,1564.4456
A0003.bmp,A0003_01_12.bmp,1536.2949
A0003.bmp,A0003_01_13.bmp,1531.4786
A0003.bmp,A0003_01_14.bmp,1508.6716
A0003.bmp,A0003_01_15.bmp,1209.3828
A0003.bmp,A0003_02_00.bmp,1520.8828
A0003.bmp,A0003_02_01.bmp,1420.3106
A0003.bmp,A0003_02_02.bmp,1499.7853
A0003.bmp,A0003_02_03.bmp,1501.9835
A0003.bmp,A0003_02_04.bmp,1542.2584
A0003.bmp,A0003_02_05.bmp,1423.1023
A0003.bmp,A0003_02_06.bmp,1499.0694
A0003.bmp,A0003_02_07.bmp,1517.5064
A0003.bmp,A0003_02_08.bmp,1536.3609
A0003.bmp,A0003_02_09.bmp,1517.0464
A0003.bmp,A0003_03_00.bmp,1330.7348
A0003.bmp,A0003_03_01.bmp,1510.5029
A0003.bmp,A0003_03_02.bmp,1471.5375
A0003.bmp,A0003_03_03.bmp,1541.8797
A0003.bmp,A0003_03_04.bmp,1491.4348
A0003.bmp,A0003_03_05.bmp,1500.8029
A0003.bmp,A0003_03_06.bmp,1536.2801
A0003.bmp,A0003_03_07.bmp,1387.5889
A0003.bmp,A0003_03_08.bmp,1468.7473
A0003.bmp,A0003_03_09.bmp,1461.0215
A0003.bmp,A0003_03_10.bmp,1573.8722
A0003.bmp,A0003_03_11.bmp,1511.4294
A0003.bmp,A0003_03_12.bmp,1425.6149
A0003.bmp,A0003_03_13.bmp,1477.7669
A0003.bmp,A0003_03_14.bmp,1443.5553
A0003.bmp,A0003_03_15.bmp,1496.9454
A0003.bmp,A0003_03_16.bmp,1498.9243
A0003.bmp,A0003_03_17.bmp,1397.5059
A0003.bmp,A0003_03_18.bmp,1526.3426
A0003.bmp,A0003_03_19.bmp,1501.7009
A0003.bmp,A0003_03_20.bmp,1270.3206
A0003.bmp,A0003_03_21.bmp,1211.5695
A0003.bmp,A0003_03_22.bmp,1267.0689
A0003.bmp,A0003_03_23.bmp,1218.6039
A0003.bmp,A0003_04_00.bmp,1531.9807
A0003.bmp,A0003_04_01.bmp,1374.5101
A0003.bmp,A0003_04_02.bmp,1544.2391
A0003.bmp,A0003_04_03.bmp,1494.1670
A0003.bmp,A0003_04_04.bmp,1461.6333
A0003.bmp,A0003_04_05.bmp,1567.2985
A0003.bmp,A0003_04_06.bmp,1412.5842
A0003.bmp,A0003_04_07.bmp,1312.9072
A0003.bmp,A0003_04_08.bmp,1560.0706
A0003.bmp,A0003_04_09.bmp,1503.5684
A0003.bmp,A0003_04_10.bmp,1368.4543
A0003.bmp,A0003_04_11.bmp,1502.4922
A0003.bmp,A0003_04_12.bmp,1560.8332
A0003.bmp,A0003_05_00.bmp,1418.2367
A0003.bmp,A0003_05_01.bmp,1392.0087
A0003.bmp,A0003_05_02.bmp,1326.7451
A0003.bmp,A0003_05_03.bmp,1223.9538
A0003.bmp,A0003_05_04.bmp,1462.7910
A0003.bmp,A0003_05_05.bmp,1369.5101
A0003.bmp,A0003_05_06.bmp,1454.1185
A0003.bmp,A0003_05_07.bmp,1395.3583
A0003.bmp,A0003_05_08.bmp,1374.3841
A0003.bmp,A0003_05_09.bmp,1517.0528
A0003.bmp,A0003_05_10.bmp,1464.4247
A0003.bmp,A0003_05_11.bmp,1498.2698
A0003.bmp,A0003_05_12.bmp,1512.6999
A0003.bmp,A0003_05_13.bmp,1308.1026
A0003.bmp,A0003_06_00.bmp,1411.4319
A0003.bmp,A0003_06_01.bmp,1428.2172
A0003.bmp,A0003_06_02.bmp,1489.5551
A0003.bmp,A0003_06_03.bmp,1387.5544
A0003.bmp,A0003_06_04.bmp,1467.0966
A0003.bmp,A0003_06_05.bmp,1453.2926
A0003.bmp,A0003_06_06.bmp,1562.4055
A0003.bmp,A0003_06_07.bmp,1486.6915
A0003.bmp,A0003_06_08.bmp,1488.6236
A0003.bmp,A0003_06_09.bmp,1469.8559
A0003.bmp,A0003_06_10.bmp,1291.5968
A0003.bmp,A0003_06_11.bmp,1381.2629
A0003.bmp,A0003_06_12.bmp,1457.6782
A0003.bmp,A0003_06_13.bmp,1313.8363
A0003.bmp,A0003_06_14.bmp,1345.4006
A0003.bmp,A0003_06_15.bmp,1329.1813
A0003.bmp,A0003_06_16.bmp,1529.6248
A0003.bmp,A0003_06_17.bmp,1513.1415
A0003.bmp,A0003_06_18.bmp,1557.6081
A0003.bmp,A0003_06_19.bmp,1097.4582
A0003.bmp,A0003_06_20.bmp,1034.6309
A0003.bmp,A0003_06_21.bmp,1210.6470
A0003.bmp,A0003_06_22.bmp,1267.1530
A0003.bmp,A0003_06_23.bmp,1565.6137
A0003.bmp,A0003_06_24.bmp,1457.5238
A0003.bmp,A0003_06_25.bmp,1450.5369
A0003.bmp,A0003_06_26.bmp,1444.5230
A0006.bmp,A0006_00_00.bmp,1597.4467
A0006.bmp,A0006_00_01.bmp,1422.6654
A0006.bmp,A0006_00_02.bmp,1526.6613
A0006.bmp,A0006_00_03.bmp,1387.2583
A0006.bmp,A0006_00_04.bmp,1434.2165
A0006.bmp,A0006_00_05.bmp,1547.5617
A0006.bmp,A0006_00_06.bmp,1538.7215
A0006.bmp,A0006_00_07.bmp,1389.9928
A0006.bmp,A0006_00_08.bmp,1472.4631
A0006.bmp,A0006_00_09.bmp,1478.3575
A0006.bmp,A0006_00_10.bmp,1456.2976
A0006.bmp,A0006_00_11.bmp,1499.8078
A0006.bmp,A0006_01_00.bmp,1533.4146
A0006.bmp,A0006_01_01.bmp,1538.9591
A0006.bmp,A0006_01_02.bmp,1439.4342
A0006.bmp,A0006_01_03.bmp,1500.3658
A0006.bmp,A0006_01_04.bmp,1509.8462
A0006.bmp,A0006_01_05.bmp,1446.3092
A0006.bmp,A0006_01_06.bmp,1589.9867
A0006.bmp,A0006_01_07.bmp,1612.8282
A0006.bmp,A0006_01_08.bmp,1438.2541
A0006.bmp,A0006_01_09.bmp,1529.8846
A0006.bmp,A0006_01_10.bmp,1554.6519
A0006.bmp,A0006_01_11.bmp,1487.5803
A0006.bmp,A0006_01_12.bmp,1602.3019
A0006.bmp,A0006_01_13.bmp,1563.9000
A0006.bmp,A0006_01_14.bmp,1495.1713
A0006.bmp,A0006_01_15.bmp,1228.5159
A0006.bmp,A0006_02_00.bmp,1568.2280
A0006.bmp,A0006_02_01.bmp,1504.0405
A0006.bmp,A0006_02_02.bmp,1479.9149
A0006.bmp,A0006_02_03.bmp,1595.2198
A0006.bmp,A0006_02_04.bmp,1612.9891
A0006.bmp,A0006_02_05.bmp,1470.4244
A0006.bmp,A0006_02_06.bmp,1499.9209
A0006.bmp,A0006_02_07.bmp,1500.5056
A0006.bmp,A0006_02_08.bmp,1495.4212
A0006.bmp,A0006_02_09.bmp,1578.9661
A0006.bmp,A0006_03_00.bmp,1439.9263
A0006.bmp,A0006_03_01.bmp,1508.5872
A0006.bmp,A0006_03_02.bmp,1452.5360
A0006.bmp,A0006_03_03.bmp,1575.6669
A0006.bmp,A0006_03_04.bmp,1547.6950
A0006.bmp,A0006_03_05.bmp,1597.8208
A0006.bmp,A0006_03_06.bmp,1553.1077
A0006.bmp,A0006_03_07.bmp,1450.8359
A0006.bmp,A0006_03_08.bmp,1476.4763
A0006.bmp,A0006_03_09.bmp,1548.8085
A0006.bmp,A0006_03_10.bmp,1549.9936
A0006.bmp,A0006_03_11.bmp,1515.7083
A0006.bmp,A0006_03_12.bmp,1463.8762
A0006.bmp,A0006_03_13.bmp,1541.4082
A0006.bmp,A0006_03_14.bmp,1632.2918
A0006.bmp,A0006_03_15.bmp,1498.7143
A0006.bmp,A0006_03_16.bmp,1486.4827
A0006.bmp,A0006_03_17.bmp,1456.3994
A0006.bmp,A0006_03_18.bmp,1490.7880
A0006.bmp,A0006_03_19.bmp,1537.2268
A0006.bmp,A0006_03_20.bmp,1228.5389
A0006.bmp,A0006_03_21.bmp,1091.1087
A0006.bmp,A0006_03_22.bmp,1229.4010
A0006.bmp,A0006_03_23.bmp,1169.0338
A0006.bmp,A0006_04_00.bmp,1538.5611
A0006.bmp,A0006_04_01.bmp,1411.4685
A0006.bmp,A0006_04_02.bmp,1544.2210
A0006.bmp,A0006_04_03.bmp,1482.0482
A0006.bmp,A0006_04_04.bmp,1402.7577
A0006.bmp,A0006_04_05.bmp,1484.6244
A0006.bmp,A0006_04_06.bmp,1327.8869
A0006.bmp,A0006_04_07.bmp,1263.4143
A0006.bmp,A0006_04_08.bmp,1515.6871
A0006.bmp,A0006_04_09.bmp,1399.3767
A0006.bmp,A0006_04_10.bmp,1346.1215
A0006.bmp,A0006_04_11.bmp,1511.5391
A0006.bmp,A0006_04_12.bmp,1463.8116
A0006.bmp,A0006_05_00.bmp,1378.0107
A0006.bmp,A0006_05_01.bmp,1295.6802
A0006.bmp,A0006_05_02.bmp,1286.8306
A0006.bmp,A0006_05_03.bmp,1102.8299
A0006.bmp,A0006_05_04.bmp,1518.5456
A0006.bmp,A0006_05_05.bmp,1368.6045
A0006.bmp,A0006_05_06.bmp,1404.8398
A0006.bmp,A0006_05_07.bmp,1163.0851
A0006.bmp,A0006_05_08.bmp,1224.1401
A0006.bmp,A0006_05_09.bmp,1356.5344
A0006.bmp,A0006_05_10.bmp,1452.3115
A0006.bmp,A0006_05_11.bmp,1495.0072
A0006.bmp,A0006_05_12.bmp,1443.7474
A0006.bmp,A0006_05_13.bmp,1463.2767
A0006.bmp,A0006_06_00.bmp,1382.2153
A0006.bmp,A0006_06_01.bmp,1421.4772
A0006.bmp,A0006_06_02.bmp,1331.6057
A0006.bmp,A0006_06_03.bmp,1386.7043
A0006.bmp,A0006_06_04.bmp,1383.5122
A0006.bmp,A0006_06_05.bmp,1420.8173
A0006.bmp,A0006_06_06.bmp,1172.0980
A0006.bmp,A0006_06_07.bmp,1291.6540
A0006.bmp,A0006_06_08.bmp,1443.7240
A0006.bmp,A0006_06_09.bmp,1395.8146
A0006.bmp,A0006_06_10.bmp,1240.7319
A0006.bmp,A0006_06_11.bmp,1398.5271
A0006.bmp,A0006_06_12.bmp,1392.5791
A0006.bmp,A0006_06_13.bmp,1366.3835
A0006.bmp,A0006_06_14.bmp,1455.4125
A0006.bmp,A0006_06_15.bmp,1325.5290
A0006.bmp,A0006_06_16.bmp,1527.9829
A0006.bmp,A0006_06_17.bmp,1474.7785
A0006.bmp,A0006_06_18.bmp,1531.9846
A0006.bmp,A0006_06_19.bmp,1390.5371
A0006.bmp,A0006_06_20.bmp,1370.6065
A0006.bmp,A0006_06_21.bmp,1412.5767
A0006.bmp,A0006_06_22.bmp,1466.3432
A0006.bmp,A0006_06_23.bmp,1599.0683
A0006.bmp,A0006_06_24.bmp,1554.7376
A0006.bmp,A0006_06_25.bmp,1563.9305
A0006.bmp,A0006_06_26.bmp,1381.0136
A0007.bmp,A0007_00_00.bmp,1453.5269
A0007.bmp,A0007_00_01.bmp,1372.9692
A0007.bmp,A0007_00_02.bmp,1598.6646
A0007.bmp,A0007_00_03.bmp,1472.4901
A0007.bmp,A0007_00_04.bmp,1363.5973
A0007.bmp,A0007_00_05.bmp,1620.8057
A0007.bmp,A0007_00_06.bmp,1526.3442
A0007.bmp,A0007_00_07.bmp,1469.7491
A0007.bmp,A0007_00_08.bmp,1481.6274
A0007.bmp,A0007_00_09.bmp,1456.0777
A0007.bmp,A0007_00_10.bmp,1432.9913
A0007.bmp,A0007_00_11.bmp,1507.1945
A0007.bmp,A0007_01_00.bmp,1552.1687
A0007.bmp,A0007_01_01.bmp,1511.1990
A0007.bmp,A0007_01_02.bmp,1348.8886
A0007.bmp,A0007_01_03.bmp,1442.1631
A0007.bmp,A0007_01_04.bmp,1518.7189
A0007.bmp,A0007_01_05.bmp,1411.3741
A0007.bmp,A0007_01_06.bmp,1519.3376
A0007.bmp,A0007_01_07.bmp,1452.2085
A0007.bmp,A0007_01_08.bmp,1390.2139
A0007.bmp,A0007_01_09.bmp,1570.5619
A0007.bmp,A0007_01_10.bmp,1520.3521
A0007.bmp,A0007_01_11.bmp,1401.7603
A0007.bmp,A0007_01_12.bmp,1588.4748
A0007.bmp,A0007_01_13.bmp,1509.7357
A0007.bmp,A0007_01_14.bmp,1385.1803
A0007.bmp,A0007_01_15.bmp,1123.9742
A0007.bmp,A0007_02_00.bmp,1431.6628
A0007.bmp,A0007_02_01.bmp,1527.7387
A0007.bmp,A0007_02_02.bmp,1579.1319
A0007.bmp,A0007_02_03.bmp,1575.2862
A0007.bmp,A0007_02_04.bmp,1628.1105
A0007.bmp,A0007_02_05.bmp,1326.1932
A0007.bmp,A0007_02_06.bmp,1379.5204
A0007.bmp,A0007_02_07.bmp,1451.9165
A0007.bmp,A0007_02_08.bmp,1450.1376
A0007.bmp,A0007_02_09.bmp,1504.9693
A0007.bmp,A0007_03_00.bmp,1473.9016
A0007.bmp,A0007_03_01.bmp,1564.8999
A0007.bmp,A0007_03_02.bmp,1444.0616
A0007.bmp,A0007_03_03.bmp,1443.3132
A0007.bmp,A0007_03_04.bmp,1489.5009
A0007.bmp,A0007_03_05.bmp,1378.9170
A0007.bmp,A0007_03_06.bmp,1628.4041
A0007.bmp,A0007_03_07.bmp,1400.8770
A0007.bmp,A0007_03_08.bmp,1473.5776
A0007.bmp,A0007_03_09.bmp,1472.3927
A0007.bmp,A0007_03_10.bmp,1487.0893
A0007.bmp,A0007_03_11.bmp,1545.3369
A0007.bmp,A0007_03_12.bmp,1511.8487
A0007.bmp,A0007_03_13.bmp,1608.1518
A0007.bmp,A0007_03_14.bmp,1431.8696
A0007.bmp,A0007_03_15.bmp,1487.4470
A0007.bmp,A0007_03_16.bmp,1387.0063
A0007.bmp,A0007_03_17.bmp,1619.4626
A0007.bmp,A0007_03_18.bmp,1641.2236
A0007.bmp,A0007_03_19.bmp,1565.2348
A0007.bmp,A0007_03_20.bmp,1429.4945
A0007.bmp,A0007_03_21.bmp,1426.5686
A0007.bmp,A0007_03_22.bmp,1391.8509
A0007.bmp,A0007_03_23.bmp,1319.6608
A0007.bmp,A0007_04_00.bmp,1571.4888
A0007.bmp,A0007_04_01.bmp,1416.4738
A0007.bmp,A0007_04_02.bmp,1534.9594
A0007.bmp,A0007_04_03.bmp,1411.1298
A0007.bmp,A0007_04_04.bmp,1357.2379
A0007.bmp,A0007_04_05.bmp,1476.6095
A0007.bmp,A0007_04_06.bmp,1383.3069
A0007.bmp,A0007_04_07.bmp,1229.0109
A0007.bmp,A0007_04_08.bmp,1533.7458
A0007.bmp,A0007_04_09.bmp,1388.5796
A0007.bmp,A0007_04_10.bmp,1306.1741
